Accelerated Stability,volume,hyd_moment,pI_seq,ens_charge,patch_ion,patch_neg,modified_pI_seq,modified_ens_charge
0.19685064935064936,0.45475402838544454,0.2695650485911322,0.46279348138629395,0.5,0.23728813559322035,0.0,6.837206518613706,0.5
0.10808441558441559,0.2703553516166899,0.24325735940948032,0.09311578813843313,0.14285714285714285,0.5254237288135593,0.5,7.206884211861567,0.14285714285714285
0.1808116883116883,0.5268381175968404,0.3465039019275252,0.5165141189858262,0.5,0.3898305084745763,0.10526315789473684,6.783485881014173,0.5
0.22503246753246756,0.6678582862021134,0.5393788571889322,0.8239156403287389,0.7857142857142857,0.30508474576271183,0.0,6.476084359671261,0.7857142857142857
0.11103896103896105,0.6474229004375207,0.7784203161618352,0.43593314221247303,0.42857142857142855,0.15254237288135591,0.23684210526315788,6.864066857787527,0.42857142857142855
0.2461038961038961,0.45283320883577005,0.2298875613039155,0.3621169833008746,0.3571428571428571,0.5084745762711864,0.5526315789473684,6.937883016699125,0.3571428571428571
0.19675324675324674,0.38416390993490523,0.13006171056106766,0.483684833661427,0.5714285714285714,0.22033898305084745,0.0,6.816315166338573,0.5714285714285714
0.24405844155844156,0.6329100416177571,0.6371719934193906,0.5165141189858262,0.5,0.6101694915254237,0.3157894736842105,6.783485881014173,0.5
0.17077922077922078,0.24634510724575875,0.38598053162407053,0.8089932342041837,0.7857142857142857,0.2542372881355932,0.10526315789473684,6.491006765795817,0.7857142857142857
0.1474025974025974,0.46926688720520815,0.43583402516044645,0.38798249811626584,0.2857142857142857,0.4915254237288135,0.39473684210526316,6.912017501883734,0.2857142857142857
0.43961038961038956,0.3838971294418947,0.333030484804248,0.43891763566181696,0.3571428571428571,0.7796610169491526,0.6842105263157895,6.861082364338182,0.3571428571428571
0.09512987012987012,0.6881869597695012,0.3421852034535393,0.6329088745329225,0.6428571428571428,0.4745762711864407,0.10526315789473684,6.667091125467078,0.6428571428571428
0.7298701298701299,0.7161455554369862,0.3210141143736991,0.43891763566181696,0.3571428571428571,0.3898305084745763,0.21052631578947367,6.861082364338182,0.3571428571428571
0.3125324675324675,0.1685519154839401,0.019791473322954445,0.8119777276535276,0.7857142857142857,0.3559322033898305,0.0,6.488022272346472,0.7857142857142857
0.42272727272727273,0.45582115035748494,0.4930841645419314,0.1551929870220734,0.14285714285714285,0.4745762711864407,0.5,7.144807012977926,0.14285714285714285
0.2337662337662338,0.533774410415111,0.432715579068894,0.95523280200039,0.9285714285714285,0.4067796610169491,0.10526315789473684,6.34476719799961,0.9285714285714285
0.006214285714285712,0.5191014832995418,0.3370625986862571,0.05949065147691224,0.07142857142857142,0.576271186440678,0.6578947368421052,7.240509348523087,0.07142857142857142
0.3584415584415584,0.37690748052502343,0.9999999999999998,0.8209311672534498,0.7857142857142857,0.288135593220339,0.10526315789473684,6.47906883274655,0.7857142857142857
0.07198051948051948,0.32926048447337486,0.3140067500227205,0.7045364117063535,0.7142857142857143,0.0847457627118644,0.0,6.595463588293646,0.7142857142857143
0.1393181818181818,0.4621171699925295,0.04901602223673934,0.46279348138629395,0.42857142857142855,0.6440677966101694,0.42105263157894735,6.837206518613706,0.42857142857142855
0.2594480519480519,0.42930316935225754,0.43454517532021,0.2483087955345613,0.21428571428571427,0.06779661016949153,0.10526315789473684,7.051691204465438,0.21428571428571427
0.15548701298701298,0.428396115676021,0.2480348401196333,0.38798249811626584,0.42857142857142855,0.2711864406779661,0.21052631578947367,6.912017501883734,0.42857142857142855
0.19396103896103895,0.5229964784974914,0.2752250533823851,0.46279348138629395,0.42857142857142855,0.23728813559322035,0.15789473684210525,6.837206518613706,0.42857142857142855
0.5412337662337663,0.871145021876,0.6716839678201778,0.46279348138629395,0.42857142857142855,0.15254237288135591,0.10526315789473684,6.837206518613706,0.42857142857142855
0.1885064935064935,0.45192615515953527,0.3625277270853011,0.14226024998843267,0.2857142857142857,0.3389830508474576,0.2631578947368421,7.157739750011567,0.2857142857142857
0.8441558441558442,0.5508483619677733,0.7259079767758115,0.5911261496086013,0.5714285714285714,0.4406779661016949,0.34210526315789475,6.708873850391399,0.5714285714285714
0.17162337662337662,0.21614555543698621,0.2972328284763538,0.4086748977441461,0.3571428571428571,0.06779661016949153,0.10526315789473684,6.891325102255854,0.3571428571428571
0.026948051948051947,0.4734820189947708,0.24384360181240441,0.8298846068533718,0.7857142857142857,0.423728813559322,0.21052631578947367,6.470115393146628,0.7857142857142857
0.10694805194805193,0.24965318535908665,0.652405833254242,0.5821727100086793,0.5714285714285714,0.3728813559322034,0.3157894736842105,6.7178272899913205,0.5714285714285714
0.4922077922077922,0.7399957315121117,0.5221605800530442,0.6329088745329225,0.6428571428571428,0.4915254237288135,0.2894736842105263,6.667091125467078,0.6428571428571428
0.22282467532467534,0.5192615515953474,0.13973400374981562,0.390569045522994,0.42857142857142855,0.5084745762711864,0.42105263157894735,6.909430954477006,0.42857142857142855
0.0500974025974026,0.4822857752641134,0.18027479941971328,0.6179864684083674,0.6428571428571428,0.2542372881355932,0.15789473684210525,6.6820135315916325,0.6428571428571428
0.04805194805194805,0.4376800768327822,0.3251114902407408,0.6538002471821105,0.6428571428571428,0.4406779661016949,0.34210526315789475,6.646199752817889,0.6428571428571428
0.10808441558441559,0.20600789670259267,0.6373227741860864,0.24572224812783316,0.2857142857142857,0.3389830508474576,0.5263157894736842,7.054277751872167,0.2857142857142857
0.19525974025974027,0.3488955287589377,0.36985467884156253,0.038798251849032184,0.0,0.6949152542372881,0.631578947368421,7.261201748150968,0.0
0.10954545454545456,0.9385337744104145,0.23305995115565778,0.390569045522994,0.42857142857142855,0.3728813559322034,0.34210526315789475,6.909430954477006,0.42857142857142855
0.04220779220779221,0.5991889873012486,0.4621820643342117,0.10087545073267246,0.21428571428571427,0.6610169491525424,0.4473684210526316,7.199124549267327,0.21428571428571427
0.016233766233766232,0.6822110767260696,0.5945103617099116,0.6418623141328446,0.6428571428571428,0.30508474576271183,0.10526315789473684,6.658137685867155,0.6428571428571428
0.3402597402597402,0.7627787856151951,0.29456554973119276,0.43593314221247303,0.42857142857142855,0.0,0.0,6.864066857787527,0.42857142857142855
0.016233766233766232,0.5348948884857538,0.3617012140879827,0.24572224812783316,0.2857142857142857,0.3728813559322034,0.10526315789473684,7.054277751872167,0.2857142857142857
0.14980519480519483,0.339878348095187,0.9012859380372669,0.7134898513062755,0.7142857142857143,0.06779661016949153,0.0,6.5865101486937245,0.7142857142857143
0.3073376623376623,0.5936933091452357,0.2789658679848025,0.34142458367299433,0.2857142857142857,0.23728813559322035,0.21052631578947367,6.9585754163270055,0.2857142857142857
0.10159090909090909,0.7203606872265507,0.6132805444584317,0.5821727100086793,0.5714285714285714,0.4067796610169491,0.21052631578947367,6.7178272899913205,0.5714285714285714
0.6685064935064935,0.29308504962117077,0.37885135878234044,0.4986072397859822,0.5,0.4406779661016949,0.2894736842105263,6.801392760214018,0.5
0.112987012987013,0.0,0.3254415183738024,0.43593314221247303,0.42857142857142855,0.06779661016949153,0.10526315789473684,6.864066857787527,0.42857142857142855
0.03580844155844155,0.4875680290257183,0.11229522085264035,0.46279348138629395,0.42857142857142855,0.3220338983050847,0.21052631578947367,6.837206518613706,0.42857142857142855
0.2323701298701299,0.49039590225162755,0.3062451248903051,0.26124155294225715,0.2857142857142857,0.8983050847457626,0.6578947368421052,7.0387584470577425,0.2857142857142857
0.24129870129870132,0.5282253761604956,0.5150591301694046,0.4086748977441461,0.3571428571428571,0.288135593220339,0.34210526315789475,6.891325102255854,0.3571428571428571
0.16603896103896104,0.47604311172766955,0.4737197080614265,0.38798249811626584,0.2857142857142857,0.22033898305084745,0.21052631578947367,6.912017501883734,0.2857142857142857
0.22551948051948054,0.7074485113648485,0.24794656986412542,0.5851571830839684,0.7142857142857143,0.4576271186440678,0.0,6.714842816916032,0.7142857142857143
0.07782467532467532,0.7732899370398041,0.28375365556724985,0.3388380362662664,0.2857142857142857,0.5423728813559322,0.6052631578947368,6.961161963733733,0.2857142857142857
0.1385064935064935,0.6034574751894137,0.36437008422612427,0.9134500567020141,0.8571428571428571,0.5423728813559322,0.10526315789473684,6.386549943297986,0.8571428571428571
0.19564935064935063,0.3980898516700453,0.9419999427039034,0.1603661022095848,0.2857142857142857,0.13559322033898305,0.10526315789473684,7.139633897790415,0.2857142857142857
0.2509415584415584,0.6173300608259531,0.0,0.46279348138629395,0.42857142857142855,0.4915254237288135,0.2894736842105263,6.837206518613706,0.42857142857142855
0.11801948051948052,0.7006189307437847,0.3017063977457237,0.23796258553359384,0.2857142857142857,1.0,0.631578947368421,7.062037414466406,0.2857142857142857
0.05435064935064935,0.5943869384270624,0.7450608374812345,0.5314365251103812,0.5,0.423728813559322,0.0,6.768563474889619,0.5
0.23282467532467535,0.7111300821683919,0.23197952917737372,0.8149622007288166,0.7857142857142857,0.1694915254237288,0.0,6.485037799271183,0.7857142857142857
0.16344155844155844,0.5348948884857538,0.5574593272451317,0.43593314221247303,0.42857142857142855,0.15254237288135591,0.10526315789473684,6.864066857787527,0.42857142857142855
0.24769480519480522,0.588837904172447,0.49198064505618244,0.6358933476082114,0.6428571428571428,0.7966101694915254,0.2894736842105263,6.664106652391789,0.6428571428571428
0.11863636363636362,0.5753921673247255,0.4790794750012999,0.6269399080082894,0.6428571428571428,0.3389830508474576,0.0,6.673060091991711,0.6428571428571428
1.0,0.6098602070216632,0.5753869640838755,0.5702347769594134,0.5714285714285714,0.22033898305084745,0.10526315789473684,6.729765223040586,0.5714285714285714
0.21993506493506496,0.8194963184291968,0.3117369774475609,0.6269399080082894,0.6428571428571428,0.3389830508474576,0.10526315789473684,6.673060091991711,0.6428571428571428
0.6431818181818182,0.41596414470173926,0.30600275722665604,0.5582968642842021,0.5714285714285714,0.423728813559322,0.0,6.741703135715798,0.5714285714285714
0.14383116883116884,0.9479244477643789,0.6043782772526098,0.3621169833008746,0.3571428571428571,0.4067796610169491,0.21052631578947367,6.937883016699125,0.3571428571428571
0.2286688311688312,0.4804716679116421,0.23387587469688162,0.8149622007288166,0.7857142857142857,0.2542372881355932,0.0,6.485037799271183,0.7857142857142857
0.6045454545454546,0.5504215131789554,0.18041674572444236,0.31297254182493006,0.14285714285714285,0.15254237288135591,0.23684210526315788,6.98702745817507,0.14285714285714285
0.09795454545454546,0.8261124746558526,0.5970926868410101,0.7164743447556197,0.7142857142857143,0.06779661016949153,0.0,6.58352565524438,0.7142857142857143
0.1449025974025974,0.513712517340732,0.09751733741595336,0.6269399080082894,0.6428571428571428,0.13559322033898305,0.0,6.673060091991711,0.6428571428571428
0.5402597402597402,0.8096787962864163,0.27046283219744705,0.6538002471821105,0.6428571428571428,0.4915254237288135,0.21052631578947367,6.646199752817889,0.6428571428571428
0.3002922077922078,0.18349162309251987,0.1536683894155043,0.0,0.0,0.8983050847457626,1.0,7.3,0.0
0.03149350649350649,0.555063493757336,0.3539743170173383,0.14226024998843267,0.21428571428571427,0.3559322033898305,0.10526315789473684,7.157739750011567,0.21428571428571427
0.12262987012987012,0.6113541777825198,0.21966605906291145,1.0,1.0,0.3389830508474576,0.21052631578947367,6.3,1.0
0.17207792207792208,0.4449898623412647,0.4404059930836395,0.4986072397859822,0.5,0.3728813559322034,0.21052631578947367,6.801392760214018,0.5
0.021883116883116883,0.6175434852203612,0.390189751184696,0.26641464775571344,0.3571428571428571,0.13559322033898305,0.10526315789473684,7.033585352244287,0.3571428571428571
0.23331168831168833,0.3987301248532713,0.3784635050800431,0.47174692098621596,0.5,0.288135593220339,0.10526315789473684,6.828253079013784,0.5
0.06948051948051948,0.5749119624373069,0.5987031914101211,0.43891763566181696,0.3571428571428571,0.3389830508474576,0.2894736842105263,6.861082364338182,0.3571428571428571
0.17542207792207792,0.33619677729164366,0.09872344969403474,0.11122164035958515,0.07142857142857142,0.30508474576271183,0.2631578947368421,7.1887783596404145,0.07142857142857142
0.16074675324675325,0.6583609006509441,0.2922122513338037,0.5165141189858262,0.5,0.4576271186440678,0.15789473684210525,6.783485881014173,0.5
0.13412337662337662,0.7589371465158461,0.03818751511990648,0.46279348138629395,0.42857142857142855,0.23728813559322035,0.0,6.837206518613706,0.42857142857142855
0.16084415584415584,0.5479137765446591,0.3648083568275239,0.5702347769594134,0.5714285714285714,0.4406779661016949,0.10526315789473684,6.729765223040586,0.5714285714285714
0.14055194805194804,0.4676662042471449,0.6501841742892877,0.6478312806574773,0.7142857142857143,0.3389830508474576,0.15789473684210525,6.652168719342523,0.7142857142857143
0.07717532467532467,0.7532814000640276,0.6610867927259513,0.5702347769594134,0.5714285714285714,0.23728813559322035,0.13157894736842105,6.729765223040586,0.5714285714285714
0.08246753246753247,0.418525237434638,0.06606687590737842,0.43593314221247303,0.42857142857142855,0.288135593220339,0.0,6.864066857787527,0.42857142857142855
0.1576948051948052,0.9152705154199126,0.3197444207405551,0.5165141189858262,0.5,0.423728813559322,0.23684210526315788,6.783485881014173,0.5
0.1052922077922078,0.22767047273503316,0.39374688631693266,0.5582968642842021,0.5714285714285714,0.4915254237288135,0.15789473684210525,6.741703135715798,0.5714285714285714
0.05779220779220779,0.7398356632163061,0.3913423510147037,0.43593314221247303,0.42857142857142855,0.5423728813559322,0.47368421052631576,6.864066857787527,0.42857142857142855
0.09318181818181817,0.5925194749759903,0.33321221593348993,0.6329088745329225,0.6428571428571428,0.3559322033898305,0.0,6.667091125467078,0.6428571428571428
0.10954545454545456,0.6190374559812177,0.17859880977309586,0.4986072397859822,0.5,0.06779661016949153,0.0,6.801392760214018,0.5
0.9529220779220778,0.8550848361967773,0.7404245148157361,0.47174692098621596,0.5,0.0847457627118644,0.0,6.828253079013784,0.5
0.16133116883116883,0.5457795326005765,0.7657650683773523,0.15260643961534526,0.21428571428571427,0.30508474576271183,0.10526315789473684,7.147393560384654,0.21428571428571427
0.1626948051948052,0.693789350122719,0.7218401086066514,0.30779944701147355,0.14285714285714285,0.4406779661016949,0.5789473684210527,6.9922005529885265,0.14285714285714285
0.1562012987012987,0.8635684558745069,0.45226054710645025,0.49562276671069316,0.5,0.6949152542372881,0.4473684210526316,6.804377233289307,0.5
0.30240259740259734,0.6102870558104794,0.8898513630329958,0.38798249811626584,0.2857142857142857,0.06779661016949153,0.10526315789473684,6.912017501883734,0.2857142857142857
0.2509415584415584,0.3960089638245652,0.5039195726526237,0.5165141189858262,0.5,0.288135593220339,0.21052631578947367,6.783485881014173,0.5
0.19704545454545455,0.5315868103724259,0.5822058301672371,0.6269399080082894,0.6428571428571428,0.4406779661016949,0.23684210526315788,6.673060091991711,0.6428571428571428
0.13525974025974025,0.5322270835556502,0.2108503071184694,0.5762037434840461,0.6428571428571428,0.423728813559322,0.10526315789473684,6.7237962565159535,0.6428571428571428
0.13412337662337662,0.3905666417671547,0.3441985386663623,0.31814563663838613,0.21428571428571427,0.4576271186440678,0.3684210526315789,6.981854363361614,0.21428571428571427
0.08347402597402598,0.6371785295059222,0.8546266974150759,0.5702347769594134,0.5714285714285714,0.20338983050847456,0.21052631578947367,6.729765223040586,0.5714285714285714
0.2972077922077922,0.9761498239248745,0.3999631647554487,0.5135296459105372,0.42857142857142855,0.5932203389830508,0.2631578947368421,6.786470354089463,0.42857142857142855
0.19061688311688313,0.814427489062,0.8795960548457793,0.4986072397859822,0.5,0.30508474576271183,0.0,6.801392760214018,0.5
0.12467532467532466,0.7600576245864907,0.4894618269159885,0.5165141189858262,0.5,0.20338983050847456,0.10526315789473684,6.783485881014173,0.5
0.14340909090909093,0.5297727030199546,0.11357133954903273,0.47174692098621596,0.5,0.4067796610169491,0.21052631578947367,6.828253079013784,0.5
0.2385064935064935,0.7538683171486493,0.422364058534099,0.4986072397859822,0.5,0.5084745762711864,0.23684210526315788,6.801392760214018,0.5
0.20879870129870132,0.4501654039056664,0.4009482370103863,0.020692399627880165,0.0,0.3728813559322034,0.47368421052631576,7.279307600372119,0.0
0.5253246753246753,0.6918151744744421,0.33650577474422505,0.6329088745329225,0.6428571428571428,0.06779661016949153,0.0,6.667091125467078,0.6428571428571428
0.02189285714285714,0.2919645715505279,0.22061209013491592,0.5433744581596471,0.5714285714285714,0.13559322033898305,0.0,6.756625541840353,0.5714285714285714
0.09525974025974027,0.207501867463451,0.24694579189902496,0.5433744581596471,0.5714285714285714,0.3220338983050847,0.2894736842105263,6.756625541840353,0.5714285714285714
0.3220779220779221,0.7528545512752114,0.31072163898033045,0.3853959507095379,0.2857142857142857,0.423728813559322,0.10526315789473684,6.914604049290462,0.2857142857142857
0.2180844155844156,0.2675808344893813,0.20096009720121236,0.26124155294225715,0.3571428571428571,0.22033898305084745,0.21052631578947367,7.0387584470577425,0.3571428571428571
0.09740259740259741,0.35145662149183643,0.4443076573597413,0.8119777276535276,0.7857142857142857,0.20338983050847456,0.10526315789473684,6.488022272346472,0.7857142857142857
0.16344155844155844,0.38965958809091816,0.2502065412432648,0.7254277843555417,0.7142857142857143,0.3898305084745763,0.2631578947368421,6.574572215644459,0.7142857142857143
0.10814935064935063,0.6494504321843984,0.6079079422648932,0.14484679739516082,0.2857142857142857,0.5254237288135593,0.8157894736842105,7.155153202604839,0.2857142857142857
0.17811688311688312,0.26699391740475953,0.15545464623555647,0.43593314221247303,0.42857142857142855,0.5423728813559322,0.4473684210526316,6.864066857787527,0.42857142857142855
0.17597402597402598,1.0,0.3532552304826202,0.34659769886050573,0.3571428571428571,0.22033898305084745,0.10526315789473684,6.953402301139494,0.3571428571428571
0.5175324675324676,0.3518834702806526,0.21876650558963692,0.4896538001860602,0.5,0.13559322033898305,0.21052631578947367,6.81034619981394,0.5
0.0588961038961039,0.2871625226763417,0.07850072672075917,0.7045364117063535,0.7142857142857143,0.23728813559322035,0.10526315789473684,6.595463588293646,0.7142857142857143
0.059415584415584415,0.44178849642514173,0.24267952015640645,0.390569045522994,0.42857142857142855,0.2711864406779661,0.21052631578947367,6.909430954477006,0.42857142857142855
0.4775974025974026,0.6091665777398347,0.2558040057776667,0.5702347769594134,0.5714285714285714,0.13559322033898305,0.0,6.729765223040586,0.5714285714285714
0.1450974025974026,0.3802155586383531,0.18648425122852783,0.1500198922086171,0.2857142857142857,0.15254237288135591,0.23684210526315788,7.149980107791382,0.2857142857142857
0.2168831168831169,0.7546153025290785,0.5955715382441136,0.6239554349330003,0.6428571428571428,0.22033898305084745,0.23684210526315788,6.6760445650669995,0.6428571428571428
0.07012987012987013,0.6324298367303385,0.4117528583596799,0.5165141189858262,0.5,0.2711864406779661,0.0,6.783485881014173,0.5
0.21512987012987014,0.5781666844520323,0.9029741085329595,0.7194588178309085,0.7857142857142857,0.3898305084745763,0.3684210526315789,6.580541182169092,0.7857142857142857
0.025649350649350647,0.3399317041937895,0.20173590871562827,0.6269399080082894,0.6428571428571428,0.22033898305084745,0.0,6.673060091991711,0.6428571428571428
0.0,0.3471881336036713,0.6900077574012481,0.5165141189858262,0.5,0.5423728813559322,0.39473684210526316,6.783485881014173,0.5
0.16285714285714287,0.4986660975349473,0.21458506847842815,0.8209311672534498,0.7857142857142857,0.3389830508474576,0.15789473684210525,6.47906883274655,0.7857142857142857
0.058766233766233765,0.4884217266033506,0.3057645539558532,0.8209311672534498,0.7857142857142857,0.06779661016949153,0.0,6.47906883274655,0.7857142857142857
0.04137337662337662,0.4794045459395999,0.5081381472243215,0.24572224812783316,0.2857142857142857,0.4915254237288135,0.23684210526315788,7.054277751872167,0.2857142857142857
0.15853896103896103,0.5146729271155692,0.43288419236067055,0.5702347769594134,0.5714285714285714,0.3389830508474576,0.0,6.729765223040586,0.5714285714285714
0.07327922077922078,0.7951125813680502,0.38267464323594425,0.6239554349330003,0.6428571428571428,0.4745762711864407,0.15789473684210525,6.6760445650669995,0.6428571428571428
0.06133116883116883,0.6773556717532809,0.649975389479377,0.25606843775474597,0.2857142857142857,0.5084745762711864,0.5526315789473684,7.043931562245254,0.2857142857142857
0.08941558441558442,0.5736847721694591,0.176953101211603,0.6150019953330783,0.6428571428571428,0.2711864406779661,0.10526315789473684,6.684998004666921,0.6428571428571428
0.24045454545454545,0.8069576352577101,0.5707230969342658,0.4086748977441461,0.3571428571428571,0.4576271186440678,0.5,6.891325102255854,0.3571428571428571
0.1457792207792208,0.4582755308931805,0.5665903980921893,0.5165141189858262,0.5,0.2711864406779661,0.18421052631578946,6.783485881014173,0.5
0.20324675324675326,0.4364528865649344,0.5082093137234969,0.7105053782309865,0.7142857142857143,0.6949152542372881,0.47368421052631576,6.589494621769013,0.7142857142857143
0.17801948051948052,0.7538149610500486,0.22312396266275572,0.43593314221247303,0.5,0.3220338983050847,0.2631578947368421,6.864066857787527,0.5
0.09964285714285714,0.2849215665350542,0.09308694397669967,0.5702347769594134,0.5714285714285714,0.13559322033898305,0.0,6.729765223040586,0.5714285714285714
